"symbol","machine_cr","hold_cr","num_trades","start_date","end_date"
CAT,1.3368700000000007,0.36366299999999985,11,2017-01-01,2018-12-28
CBS,0.0,-0.19363200000000014,0,2017-01-01,2018-12-28
CELG,0.15179999999999993,-0.56319999999999992,17,2017-01-01,2018-12-28
CNC,0.0,0.54489999999999994,0,2017-01-01,2018-12-28
CNP,-1.6000000000238046e-05,0.05291200000000007,4,2017-01-01,2018-12-28
CTL,-0.052383999999999986,-0.050097999999999976,1,2017-01-01,2018-12-28
CERN,0.00069999999999992291,0.026100000000000012,4,2017-01-01,2018-12-28
CF,-0.094347999999999876,0.12517299999999998,3,2017-01-01,2018-12-28
SCHW,0.0054889999999998551,0.015257999999999994,1,2017-01-01,2018-12-28
CVX,0.35012200000000004,-0.0049029999999999907,2,2017-01-01,2018-12-28
CMG,2.2161,0.49419999999999997,8,2017-01-01,2018-12-28
CB,-0.012351000000000112,0.014844000000000079,1,2017-01-01,2018-12-28
CHD,-0.15600799999999992,0.22802300000000009,6,2017-01-01,2018-12-28
CI,0.11660000000000004,0.54996899999999993,2,2017-01-01,2018-12-28
XEC,-0.74579100000000009,-0.76173300000000022,1,2017-01-01,2018-12-28
CINF,-0.37127800000000022,0.053708000000000089,9,2017-01-01,2018-12-28
CTAS,0.51702600000000043,0.53158700000000003,6,2017-01-01,2018-12-28
CSCO,0.14997100000000008,0.14153899999999986,8,2017-01-01,2018-12-28
C,-0.32714300000000107,-0.065948999999999924,17,2017-01-01,2018-12-28
CTXS,-0.26931799999999961,0.45051799999999997,10,2017-01-01,2018-12-28
CME,-0.43486399999999992,0.79394799999999988,20,2017-01-01,2018-12-28
CMS,0.0,0.10250500000000007,0,2017-01-01,2018-12-28
KO,0.086486000000000063,0.081156000000000006,1,2017-01-01,2018-12-28
CTSH,0.063574000000000019,0.073698999999999959,1,2017-01-01,2018-12-28
CL,0.020388000000000073,-0.02943399999999996,9,2017-01-01,2018-12-28
CMCSA,-0.022822000000000009,0.0094020000000001325,1,2017-01-01,2018-12-28
CMA,-0.11102600000000007,0.013791000000000109,2,2017-01-01,2018-12-28
CAG,-0.15634700000000012,-0.16804399999999997,1,2017-01-01,2018-12-28
CXO,-0.33189999999999997,-0.34850000000000003,1,2017-01-01,2018-12-28
COP,-0.20720700000000014,0.13046899999999995,2,2017-01-01,2018-12-28
ED,-0.009724000000000288,0.078772999999999982,1,2017-01-01,2018-12-28
STZ,0.095855000000000024,0.11709400000000003,3,2017-01-01,2018-12-28
GLW,-0.04427800000000004,0.065212999999999965,1,2017-01-01,2018-12-28
COST,0.1776120000000001,0.51874200000000004,1,2017-01-01,2018-12-28
CCI,0.19377700000000009,0.27764000000000011,3,2017-01-01,2018-12-28
CSX,-0.28665399999999996,0.27199700000000004,4,2017-01-01,2018-12-28
CMI,-0.25878999999999996,-0.0049239999999999284,1,2017-01-01,2018-12-28
CVS,-0.14786700000000008,-0.10946999999999996,4,2017-01-01,2018-12-28
DHI,-0.070207000000000019,0.076916999999999902,7,2017-01-01,2018-12-28
DHR,0.34976999999999991,0.24048500000000006,12,2017-01-01,2018-12-28
DRI,0.30242700000000022,0.30245100000000003,2,2017-01-01,2018-12-28
DVA,-0.55669999999999997,-0.1472,5,2017-01-01,2018-12-28
DE,-0.0069110000000008887,0.45077299999999987,15,2017-01-01,2018-12-28
DAL,-0.0018850000000000255,0.028894999999999893,1,2017-01-01,2018-12-28
XRAY,-0.24346299999999998,-0.20708899999999997,3,2017-01-01,2018-12-28
DVN,0.074894999999999934,-0.23906000000000005,2,2017-01-01,2018-12-28
DLR,0.39863299999999979,0.13295400000000002,6,2017-01-01,2018-12-28
DFS,-0.035974999999999868,-0.11543300000000001,14,2017-01-01,2018-12-28
DISCA,0.028899999999999926,-0.033200000000000007,1,2017-01-01,2018-12-28
DISH,0.036399999999999988,-0.34730000000000005,4,2017-01-01,2018-12-28
DLTR,-0.12039999999999995,0.1028,25,2017-01-01,2018-12-28
D,0.038246000000000002,0.032091000000000092,1,2017-01-01,2018-12-28
DOV,0.050061000000000133,0.10676700000000006,1,2017-01-01,2018-12-28
DTE,-0.21602600000000005,0.18007400000000007,11,2017-01-01,2018-12-28
DUK,-0.11199799999999993,0.1487130000000001,8,2017-01-01,2018-12-28
DRE,0.02884399999999987,0.011611999999999956,1,2017-01-01,2018-12-28
ETFC,0.26421700000000015,0.084130999999999956,10,2017-01-01,2018-12-28
EMN,-0.052318999999999893,0.00049799999999988742,1,2017-01-01,2018-12-28
ETN,0.064200999999999953,0.040623999999999993,2,2017-01-01,2018-12-28
EBAY,0.22740000000000005,-0.016000000000000014,2,2017-01-01,2018-12-28
ECL,-0.27740299999999984,0.29020500000000005,1,2017-01-01,2018-12-28
EIX,-0.20571899999999965,-0.097476999999999925,9,2017-01-01,2018-12-28
EW,0.56329999999999991,0.54889999999999994,1,2017-01-01,2018-12-28
EA,0.080000000000000071,0.0013000000000000789,1,2017-01-01,2018-12-28
EMR,-0.023907999999999929,0.054359999999999964,1,2017-01-01,2018-12-28
ETR,-0.12852200000000014,0.18826999999999994,1,2017-01-01,2018-12-28
EOG,-0.058300000000000241,-0.14655600000000002,5,2017-01-01,2018-12-28
EQT,-0.083997000000000099,-0.15495000000000003,3,2017-01-01,2018-12-28
EFX,0.42085200000000023,-0.22929999999999995,1,2017-01-01,2018-12-28
EQIX,1.3670549999999988,0.086859999999999937,9,2017-01-01,2018-12-28
EQR,-0.12084099999999975,0.061109999999999998,2,2017-01-01,2018-12-28
ESS,0.088882000000000128,0.28339899999999996,1,2017-01-01,2018-12-28
EL,-0.356595,0.53133700000000017,6,2017-01-01,2018-12-28
RE,0.10626800000000047,0.093653999999999904,1,2017-01-01,2018-12-28
ES,-0.097204999999999764,0.13004299999999991,5,2017-01-01,2018-12-28
EXC,-0.11539700000000008,0.11890699999999987,5,2017-01-01,2018-12-28
EXPE,-0.079960000000000031,0.029818000000000122,2,2017-01-01,2018-12-28
EXPD,-0.050778000000000212,0.14656299999999978,3,2017-01-01,2018-12-28
ESRX,1.2738,-0.69399999999999995,11,2017-01-01,2018-12-28
EXR,0.17084300000000008,0.18539600000000012,1,2017-01-01,2018-12-28
XOM,-0.039390999999999732,-0.15902400000000005,4,2017-01-01,2018-12-28
FFIV,0.28410000000000002,0.15830000000000011,47,2017-01-01,2018-12-28
FAST,0.038375999999999966,0.076959,1,2017-01-01,2018-12-28
FRT,-0.06557500000000005,-0.15319499999999997,1,2017-01-01,2018-12-28
FDX,0.78427900000000017,-0.25096399999999996,1,2017-01-01,2018-12-28
FIS,-0.067016000000000298,0.25745799999999996,5,2017-01-01,2018-12-28
FITB,0.072906999999999611,-0.023830000000000018,9,2017-01-01,2018-12-28
FE,0.083110000000000239,0.089159999999999906,6,2017-01-01,2018-12-28
FISV,0.23485,0.19290000000000007,4,2017-01-01,2018-12-28
FLIR,0.2863929999999999,0.075369000000000019,8,2017-01-01,2018-12-28
FLS,-0.10056100000000001,-0.099141999999999952,4,2017-01-01,2018-12-28
FLR,0.06427700000000014,-0.19384999999999997,1,2017-01-01,2018-12-28
FMC,0.010040999999999967,0.17323600000000017,1,2017-01-01,2018-12-28
FL,0.033997999999999529,-0.15779899999999991,24,2017-01-01,2018-12-28
F,0.0155860000000001,-0.033043000000000045,13,2017-01-01,2018-12-28
BEN,0.029456000000000149,-0.062370000000000037,4,2017-01-01,2018-12-28
FCX,0.028643999999999892,-0.031783000000000006,23,2017-01-01,2018-12-28
GPS,-0.028631000000000073,0.034883999999999915,2,2017-01-01,2018-12-28
GRMN,-0.17165600000000003,0.16988500000000006,1,2017-01-01,2018-12-28
IT,0.010999999999999899,0.25849999999999995,1,2017-01-01,2018-12-28
GD,-0.27557900000000024,-0.1415789999999999,1,2017-01-01,2018-12-28
GE,0.16219300000000003,-0.22304199999999996,1,2017-01-01,2018-12-28
GGP,0.18011599999999972,-0.23886800000000008,8,2017-01-01,2018-12-28
GIS,-0.042564000000000379,-0.18789600000000006,13,2017-01-01,2018-12-28
GPC,0.093442000000000025,0.053933000000000009,2,2017-01-01,2018-12-28
GILD,0.01810299999999998,-0.079546999999999923,1,2017-01-01,2018-12-28
GPN,0.28744500000000039,0.32097599999999971,5,2017-01-01,2018-12-28
GS,-0.64586500000000002,-0.72271799999999986,1,2017-01-01,2018-12-28
GT,0.10997999999999997,-0.097306999999999921,1,2017-01-01,2018-12-28
GWW,-0.36098299999999983,0.57007800000000008,1,2017-01-01,2018-12-28
HAL,-0.33695500000000012,-0.27340500000000001,3,2017-01-01,2018-12-28
HBI,-0.0018899999999999473,-0.086084999999999967,2,2017-01-01,2018-12-28
HOG,0.0,-0.21349399999999996,0,2017-01-01,2018-12-28
HRS,0.2849270000000006,0.31950999999999996,6,2017-01-01,2018-12-28
HIG,0.037716000000000083,-0.02097899999999997,37,2017-01-01,2018-12-28
HAS,0.13487799999999983,0.051879000000000008,1,2017-01-01,2018-12-28
HCP,0.0,0.01194699999999993,0,2017-01-01,2018-12-28
HP,0.14233700000000016,-0.24105500000000002,2,2017-01-01,2018-12-28
HSIC,0.08165,-0.00044999999999995044,1,2017-01-01,2018-12-28
HES,0.099983999999999851,-0.19958500000000001,4,2017-01-01,2018-12-28
HOLX,0.0250999999999999,0.0029999999999998916,1,2017-01-01,2018-12-28
HD,-0.11679199999999901,0.41806900000000025,13,2017-01-01,2018-12-28
HON,-0.16105000000000014,0.23830099999999987,1,2017-01-01,2018-12-28
HRL,0.088943999999999912,0.084878999999999927,1,2017-01-01,2018-12-28
HST,-0.05984899999999993,-0.0081680000000000641,3,2017-01-01,2018-12-28
HPQ,0.038848999999999911,0.062559999999999949,1,2017-01-01,2018-12-28
HUM,0.73048400000000013,0.87633500000000009,1,2017-01-01,2018-12-28
HBAN,0.010546000000000166,-0.0065349999999999575,17,2017-01-01,2018-12-28
IDXX,0.43480000000000008,0.68280000000000007,1,2017-01-01,2018-12-28
ITW,-0.065081000000000055,0.075979000000000019,1,2017-01-01,2018-12-28
ILMN,-0.65179999999999993,1.6709999999999998,10,2017-01-01,2018-12-28
INCY,0.49819999999999998,-0.40039999999999998,8,2017-01-01,2018-12-28
IR,0.02374099999999979,0.18149200000000021,3,2017-01-01,2018-12-28
INTC,-0.12727399999999989,0.12019000000000002,1,2017-01-01,2018-12-28
ICE,-0.15541399999999961,0.19931299999999985,16,2017-01-01,2018-12-28
IBM,-0.53461000000000003,-0.40906299999999984,1,2017-01-01,2018-12-28
IP,-0.009316000000000102,-0.098771000000000053,12,2017-01-01,2018-12-28
IPG,-0.045895999999999937,-0.015214999999999979,5,2017-01-01,2018-12-28
IFF,0.034658000000000078,0.19665200000000005,1,2017-01-01,2018-12-28
INTU,-0.76390999999999909,0.83343499999999993,6,2017-01-01,2018-12-28
ISRG,1.2725360000000019,2.572702,13,2017-01-01,2018-12-28
IVZ,-0.061269999999999714,-0.11989899999999998,3,2017-01-01,2018-12-28
IPGP,0.046899999999999942,0.1621999999999999,4,2017-01-01,2018-12-28
IRM,0.012734000000000023,0.033174000000000037,1,2017-01-01,2018-12-28
JBHT,0.084008000000000083,-0.018211000000000088,1,2017-01-01,2018-12-28
JEC,-0.0017360000000000708,0.0056579999999999409,1,2017-01-01,2018-12-28
SJM,-0.17363000000000028,-0.28306699999999996,12,2017-01-01,2018-12-28
JNJ,-0.079308999999999963,0.17321900000000001,1,2017-01-01,2018-12-28
JCI,0.033749000000000251,-0.10558199999999995,4,2017-01-01,2018-12-28
JPM,0.2345480000000002,0.134185,6,2017-01-01,2018-12-28
JNPR,-0.004182000000000019,-0.0071489999999999609,1,2017-01-01,2018-12-28
KSU,0.096354000000000051,0.169435,1,2017-01-01,2018-12-28
K,-0.12876500000000002,-0.11616700000000002,1,2017-01-01,2018-12-28
KEY,0.017059000000000601,-0.027756999999999921,33,2017-01-01,2018-12-28
KMB,-0.10480500000000004,0.060659999999999936,2,2017-01-01,2018-12-28
KIM,0.048896999999999968,-0.077491000000000088,1,2017-01-01,2018-12-28
KLAC,-0.11005299999999985,0.13116400000000006,1,2017-01-01,2018-12-28
KSS,0.28205200000000019,0.19456399999999996,1,2017-01-01,2018-12-28
KR,-0.052767000000000008,-0.049104999999999954,1,2017-01-01,2018-12-28
LB,0.0,-0.33575699999999997,0,2017-01-01,2018-12-28
LLL,0.40769299999999986,0.21928599999999987,1,2017-01-01,2018-12-28
LH,-0.18620000000000003,-0.045599999999999974,1,2017-01-01,2018-12-28
LRCX,-0.18061400000000027,0.31765600000000016,3,2017-01-01,2018-12-28
LEG,0.098742000000000107,-0.10474399999999995,1,2017-01-01,2018-12-28
LEN,-0.16946400000000028,-0.025152999999999981,3,2017-01-01,2018-12-28
LUK,0.22986200000000001,-0.22907600000000006,1,2017-01-01,2018-12-28
LLY,-0.014376000000000055,0.43278200000000022,1,2017-01-01,2018-12-28
LNC,0.11220600000000003,-0.13589200000000012,1,2017-01-01,2018-12-28
LKQ,-0.061100000000000043,-0.070699999999999985,5,2017-01-01,2018-12-28
LMT,0.82515399999999972,0.20520500000000008,1,2017-01-01,2018-12-28
L,-0.07870900000000014,-0.013081000000000009,10,2017-01-01,2018-12-28
LOW,-0.153895,0.23560299999999978,3,2017-01-01,2018-12-28
MTB,-0.47827099999999978,-0.095542999999999934,3,2017-01-01,2018-12-28
MAC,0.11195900000000014,-0.21145899999999995,7,2017-01-01,2018-12-28
M,-0.031433999999999962,-0.016476999999999964,1,2017-01-01,2018-12-28
MRO,0.056324000000000041,-0.032368999999999981,10,2017-01-01,2018-12-28
MAR,-0.26257700000000017,0.267455,1,2017-01-01,2018-12-28
MMC,0.075312999999999963,0.13530100000000012,1,2017-01-01,2018-12-28
MLM,0.56072499999999992,-0.51395599999999975,1,2017-01-01,2018-12-28
MAS,-0.025087999999999999,-0.026078999999999963,1,2017-01-01,2018-12-28
MA,0.77376500000000004,0.82111500000000004,1,2017-01-01,2018-12-28
MAT,-0.046244999999999759,-0.17401999999999995,48,2017-01-01,2018-12-28
MKC,-0.014191000000000065,0.48789899999999986,2,2017-01-01,2018-12-28
MCD,-0.41727300000000078,0.61808599999999969,14,2017-01-01,2018-12-28
MCK,0.30766400000000083,-0.34619999999999995,5,2017-01-01,2018-12-28
MDT,-0.032878000000000185,0.21712200000000004,4,2017-01-01,2018-12-28
MRK,-0.078949999999999965,0.1876850000000001,3,2017-01-01,2018-12-28
MET,-0.15140400000000009,0.0022170000000001355,6,2017-01-01,2018-12-28
MTD,2.0819999999999999,1.3519000000000001,2,2017-01-01,2018-12-28
MGM,-0.027487999999999846,-0.048651000000000111,28,2017-01-01,2018-12-28
MCHP,0.0006359999999998589,0.10014699999999999,1,2017-01-01,2018-12-28
MU,0.31570000000000009,0.090200000000000058,6,2017-01-01,2018-12-28
MSFT,0.010275999999999952,0.40214499999999997,2,2017-01-01,2018-12-28
MAA,-0.15587300000000015,0.046619000000000188,6,2017-01-01,2018-12-28
MHK,0.96179999999999999,-0.84550000000000003,1,2017-01-01,2018-12-28
TAP,-0.0092220000000002855,-0.37861900000000004,17,2017-01-01,2018-12-28
MDLZ,-0.041432000000000135,-0.030966000000000049,2,2017-01-01,2018-12-28
MON,1.2168389999999998,-1.02403,3,2017-01-01,2018-12-28
MNST,-0.03069999999999995,0.03499999999999992,7,2017-01-01,2018-12-28
MCO,-0.28029099999999973,0.46050700000000022,2,2017-01-01,2018-12-28
MS,-0.081467999999999319,-0.019421999999999939,17,2017-01-01,2018-12-28
MSI,0.35203700000000038,0.31943299999999986,14,2017-01-01,2018-12-28
MYL,0.0,-0.11839999999999995,0,2017-01-01,2018-12-28
NDAQ,-0.088829000000000269,0.16385899999999998,3,2017-01-01,2018-12-28
NOV,0.19489200000000007,-0.116205,2,2017-01-01,2018-12-28
NKTR,-0.22489999999999999,0.20930000000000004,2,2017-01-01,2018-12-28
NTAP,0.18406600000000006,0.24776799999999999,1,2017-01-01,2018-12-28
NFLX,0.7042999999999997,1.2858999999999998,7,2017-01-01,2018-12-28
NWL,-0.27778700000000012,-0.23993500000000001,8,2017-01-01,2018-12-28
NFX,-0.20950000000000002,-0.27829999999999999,1,2017-01-01,2018-12-28
NEM,0.089129000000000014,0.0063480000000000203,5,2017-01-01,2018-12-28
NEE,0.1028509999999998,0.60245299999999991,2,2017-01-01,2018-12-28
NKE,0.27814000000000005,0.22613600000000011,2,2017-01-01,2018-12-28
NI,-0.028508999999999896,0.045818999999999832,1,2017-01-01,2018-12-28
NBL,0.053513999999999839,-0.18942399999999993,1,2017-01-01,2018-12-28
JWN,-0.006801000000000057,0.012604999999999977,1,2017-01-01,2018-12-28
NSC,-0.89027999999999996,0.45169700000000002,4,2017-01-01,2018-12-28
NTRS,-0.18326999999999971,-0.036101999999999967,4,2017-01-01,2018-12-28
NOC,-0.71017299999999994,0.14319199999999976,1,2017-01-01,2018-12-28
NRG,0.20433800000000013,0.26441300000000001,7,2017-01-01,2018-12-28
NUE,0.006849000000000105,-0.047152000000000083,3,2017-01-01,2018-12-28
NVDA,0.37438200000000066,0.32314100000000012,3,2017-01-01,2018-12-28
ORLY,-0.17390000000000005,0.61280000000000001,18,2017-01-01,2018-12-28
OXY,-0.064656999999999965,-0.054838000000000053,1,2017-01-01,2018-12-28
OMC,-0.19265500000000024,-0.076538999999999913,17,2017-01-01,2018-12-28
OKE,0.0,-0.00067899999999998517,0,2017-01-01,2018-12-28
ORCL,0.010264999999999747,0.073315000000000019,4,2017-01-01,2018-12-28
PCAR,0.063546000000000102,-0.030057000000000111,1,2017-01-01,2018-12-28
PKG,-0.050805999999999907,0.015124000000000137,1,2017-01-01,2018-12-28
PH,0.13034100000000004,0.10371100000000011,1,2017-01-01,2018-12-28
PAYX,-0.35673100000000002,0.07441299999999984,6,2017-01-01,2018-12-28
PNR,0.087618999999999891,-0.0010369999999999546,3,2017-01-01,2018-12-28
PBCT,-0.016926000000000108,-0.035756999999999928,4,2017-01-01,2018-12-28
PEP,-0.045524000000000231,0.11826300000000001,1,2017-01-01,2018-12-28
PKI,0.087313999999999892,0.24776799999999999,1,2017-01-01,2018-12-28
PRGO,-0.33819099999999991,-0.44978600000000002,1,2017-01-01,2018-12-28
PFE,-0.095428999999999986,0.12299300000000013,4,2017-01-01,2018-12-28
PCG,-0.35250499999999996,-0.35103099999999998,2,2017-01-01,2018-12-28
PNW,0.10547299999999993,0.12894500000000009,3,2017-01-01,2018-12-28
PXD,-1.5049390000000002,-0.55648700000000029,5,2017-01-01,2018-12-28
PNC,0.0,0.026082000000000161,0,2017-01-01,2018-12-28
RL,-0.23980900000000027,0.14999300000000004,1,2017-01-01,2018-12-28
PPG,-0.10738200000000042,0.090454000000000034,10,2017-01-01,2018-12-28
PPL,0.081017000000000117,-0.024603999999999959,2,2017-01-01,2018-12-28
PX,-1.3146630000000004,-1.1241099999999999,3,2017-01-01,2018-12-28
PFG,0.0,-0.11250899999999997,0,2017-01-01,2018-12-28
PG,0.22376399999999985,0.123502,3,2017-01-01,2018-12-28
PGR,0.31473600000000013,0.25480199999999997,8,2017-01-01,2018-12-28
PLD,-0.0033710000000000129,0.087548999999999877,12,2017-01-01,2018-12-28
PRU,0.24217600000000017,-0.17549700000000001,1,2017-01-01,2018-12-28
PEG,0.11634399999999956,0.10949999999999993,10,2017-01-01,2018-12-28
PSA,0.11957900000000032,-0.052477999999999914,2,2017-01-01,2018-12-28
PHM,-0.20706099999999994,0.079917000000000016,5,2017-01-01,2018-12-28
PVH,-0.02433799999999986,0.015827999999999953,1,2017-01-01,2018-12-28
QCOM,-0.068202999999999903,-0.037329999999999974,1,2017-01-01,2018-12-28
PWR,0.27439999999999998,-0.048900000000000055,10,2017-01-01,2018-12-28
DGX,0.13622299999999998,-0.07058399999999998,1,2017-01-01,2018-12-28
RRC,0.062946999999999864,-0.2265839999999999,1,2017-01-01,2018-12-28
RJF,-0.06581500000000029,0.054991000000000012,5,2017-01-01,2018-12-28
RTN,0.23069299999999981,0.12178900000000015,3,2017-01-01,2018-12-28
O,0.095544999999999769,0.10710600000000015,3,2017-01-01,2018-12-28
RHT,0.80200000000000005,1.0447000000000002,9,2017-01-01,2018-12-28
REG,-0.10880899999999993,-0.058585999999999916,7,2017-01-01,2018-12-28
REGN,0.377,-0.17079999999999995,6,2017-01-01,2018-12-28
RF,0.0039849999999999053,-0.0041760000000000685,1,2017-01-01,2018-12-28
RSG,-0.085972000000000159,0.17060200000000014,1,2017-01-01,2018-12-28
RMD,0.23955700000000002,0.52097299999999991,4,2017-01-01,2018-12-28
RHI,-0.097107999999999861,0.084780000000000078,1,2017-01-01,2018-12-28
ROK,0.14307099999999995,0.1573,1,2017-01-01,2018-12-28
COL,-1.5315659999999993,-0.91094800000000009,3,2017-01-01,2018-12-28
ROP,-0.56758900000000023,0.81172200000000005,1,2017-01-01,2018-12-28
ROST,-0.0041310000000001068,0.17290000000000005,14,2017-01-01,2018-12-28
RCL,0.33743199999999973,0.15615400000000013,3,2017-01-01,2018-12-28
SPGI,0.66048299999999993,0.62228499999999998,2,2017-01-01,2018-12-28
CRM,0.37539999999999996,0.64139999999999997,13,2017-01-01,2018-12-28
SBAC,0.50439999999999996,0.56960000000000011,2,2017-01-01,2018-12-28
SCG,-0.14042699999999997,-0.19595299999999993,1,2017-01-01,2018-12-28
SLB,0.31973000000000007,-0.43049999999999999,4,2017-01-01,2018-12-28
