"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT05","WT08"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-01","2.68","0.00","0.0","0.0","33","42","26"
"USW00024233","SEATTLE TACOMA INTERNATIONAL AIRPORT, WA US","2015-01-02","5.14","0.06","0.0","0.0","35","42","32","1"
